Metadata_Plate,Metadata_Well,Metadata_split,Metadata_Batch,Metadata_Perturbation,Metadata_Cell_type,Metadata_Time,Metadata_broad_sample,Metadata_control_type,Metadata_solvent,Metadata_pert_iname,Metadata_target,Metadata_target_list,Metadata_moa_list,Metadata_purity,Metadata_pert_type,Metadata_pubchem_cid,Metadata_smiles
BR00117011,N03,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91370081-001-25-1,trt,DMSO,anisomycin,RPL23A,SNU13|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1,DNA synthesis inhibitor,81.5,trt,253602.0,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1
BR00117011,N04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K49350383-001-13-7,trt,DMSO,thioguanine,IMPDH1,IMPDH1|IMPDH2,purine antagonist,0.0,control,2723601.0,Nc1nc2nc[nH]c2c(=S)[nH]1
BR00117011,N05,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K11558771-001-13-9,trt,DMSO,droxinostat,HDAC6,HDAC6|HDAC8,HDAC inhibitor,70.7,trt,568416.0,Cc1cc(Cl)ccc1OCCCC(=O)NO
BR00117011,N06,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91283740-003-01-6,trt,DMSO,UNC2025,FLT3,FLT3|MERTK,MER tyrosine kinase inhibitor|FLT3 inhibitor,95.7,control,,CCCCNc1ncc2c(cn([C@H]3CC[C@H](O)CC3)c2n1)-c1ccc(CN2CCN(C)CC2)cc1
BR00117011,N07,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,N08,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,N09,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K21728777-001-02-3,trt,DMSO,AMG900,AURKB,AURKA|AURKB|AURKC,Aurora kinase inhibitor,92.7,control,24856041.0,Cc1csc(c1)-c1nnc(Nc2ccc(Oc3ncccc3-c3ccnc(N)n3)cc2)c2ccccc12
BR00117011,N10,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A23124853-001-01-4,trt,DMSO,PF-06463922,ALK,ALK|FES|ROS1,ALK tyrosine kinase receptor inhibitor,96.8,trt,78162481.0,CC1Oc2cc(cnc2N)-c2c(CN(C)C(=O)c3ccc(F)cc13)nn(C)c2C#N
BR00117011,N11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K55966568-001-09-6,trt,DMSO,orantinib,AURKB,AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,95.1,control,5329099.0,Cc1[nH]c(\C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O
BR00117011,N12,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K71106091-001-09-5,trt,DMSO,fludarabine-phosphate,DCK,DCK|POLA1|POLD1|POLE|RRM1|RRM2|RRM2B,ribonucleotide reductase inhibitor,0.0,trt,30751.0,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
BR00117011,N13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K22149900-001-06-2,trt,DMSO,ceritinib,ALK,ALK|FLT3|IGF1R|INSR|TSSK1B,ALK tyrosine kinase receptor inhibitor,52.2,trt,57379345.0,CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
BR00117011,N14,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K28132190-001-02-0,trt,DMSO,NVS-PAK1-1,PAK1,PAK1,p21 activated kinase inhibitor,98.4,control,122187564.0,CC(C)NC(=O)N1CC[C@@H](C1)NC1=Nc2cc(F)ccc2N(CC(F)F)c2ccc(Cl)cc12
BR00117011,N15,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K76674262-001-03-3,trt,DMSO,homoharringtonine,RPL3,RPL3,protein synthesis inhibitor,77.6,trt,285033.0,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC
BR00117011,N16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K36461289-001-05-8,trt,DMSO,picrotoxinin,GLRA3,GLRA1|GLRA2|GLRA3|GLRB|HTR3A|HTR3B,GABA receptor antagonist,44.1,trt,7098683.0,CC(=C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]33C(=O)O[C@H]2[C@]13C
BR00117011,N17,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,N18,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K07881437-001-03-8,trt,DMSO,danusertib,RET,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|SLK,Aurora kinase inhibitor|growth factor receptor inhibitor,91.5,control,11442891.0,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
BR00117011,N19,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K61397605-001-01-8,trt,DMSO,romidepsin,HDAC3,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,HDAC inhibitor,92.7,control,5352062.0,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
BR00117011,N20,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K61642990-001-01-0,trt,DMSO,FERb-033,ERBB2,ERBB2,EGFR inhibitor,0.0,control,,O\N=C\c1ccc(-c2ccc(O)c(F)c2)c(Cl)c1O
BR00117011,N21,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K37764012-001-03-3,trt,DMSO,PF-03758309,PAK4,PAK4,p21 activated kinase inhibitor,93.3,control,25227462.0,CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1
BR00117011,N22,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,N23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K47978074-001-03-2,trt,DMSO,trometamol,VEGFA,AMD1|CANT1|DCN|NEIL1|VEGFA,,0.0,trt,6503.0,NC(CO)(CO)CO
BR00117011,N24,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K22134346-001-22-3,trt,DMSO,simvastatin,ITGB2,HMGCR|ITGB2,HMGCR inhibitor,0.0,trt,54454.0,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
BR00117011,O01,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K16542329-001-16-8,trt,DMSO,zaprinast,PDE4D,GPR35|PDE1A|PDE4D|PDE5A|PDE9A,phosphodiesterase inhibitor,98.0,trt,5722.0,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
BR00117011,O02,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A10188456-001-04-9,trt,DMSO,dexamethasone,ANXA1,ANXA1|NOS2|NR0B1|NR3C1|NR3C2,glucocorticoid receptor agonist,79.3,trt,5702035.0,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
BR00117011,O03,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K93632104-001-17-2,trt,DMSO,salicylic-acid,AKR1C1,AKR1C1|PTGS1|PTGS2,cyclooxygenase inhibitor,0.0,trt,118212070.0,OC(=O)c1ccccc1O
BR00117011,O04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A69636825-003-04-7,trt,DMSO,diltiazem,CACNG1,CACNA1C|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5,calcium channel blocker,98.7,trt,3076.0,COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O
BR00117011,O05,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K19227686-001-18-6,trt,DMSO,phenolphthalein,UGT1A9,UGT1A9,indicator dye,98.4,trt,4764.0,Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1
BR00117011,O06,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K98763141-001-30-8,trt,DMSO,niflumic-acid,UGT1A9,ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,cyclooxygenase inhibitor,95.6,trt,4488.0,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F
BR00117011,O07,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,O08,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A15397381-001-02-5,trt,DMSO,L-Cystine,SLC7A11,CTNS|SLC3A1|SLC7A11|SLC7A9,,0.0,trt,24798687.0,NC(CSSCC(N)C(O)=O)C(O)=O
BR00117011,O09,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K46625559-001-01-8,trt,DMSO,ozanimod,S1PR1,S1PR1,sphingosine 1 phosphate receptor agonist,96.3,trt,52938427.0,CC(C)Oc1ccc(cc1C#N)-c1nc(no1)-c1cccc2[C@H](CCc12)NCCO
BR00117011,O10,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A10739734-003-09-8,trt,DMSO,efaroxan,ADORA2A,ADORA2A,adrenergic receptor antagonist,94.5,trt,72016.0,CCC1(Cc2ccccc2O1)C1=NCCN1
BR00117011,O11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K11796549-001-05-2,trt,DMSO,NBQX,GRIN2A,GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIN1|GRIN2A|GRIN2B,glutamate receptor antagonist,0.0,trt,3272524.0,NS(=O)(=O)c1cccc2c1c(cc1[nH]c(=O)c(=O)[nH]c21)[N+]([O-])=O
BR00117011,O12,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K26521938-001-07-2,trt,DMSO,dinoprostone,CATSPER4,CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|TBXA2R,prostanoid receptor agonist,34.1,trt,5280360.0,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
BR00117011,O13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A07207424-001-14-0,trt,DMSO,Ro-20-1724,PDE3A,PDE3A|PDE4A|PDE4B|PDE4C|PDE4D,phosphodiesterase inhibitor,94.9,trt,5087.0,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC
BR00117011,O14,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K72815923-034-02-0,trt,DMSO,xanomeline,CHRM2,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7,acetylcholine receptor agonist,82.8,trt,60809.0,CCCCCCOc1nsnc1C1=CCCN(C)C1
BR00117011,O15,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K01825589-310-02-9,trt,DMSO,terazosin,KCNH7,ADRA1A|ADRA1B|ADRA1D|KCNH2|KCNH6|KCNH7,adrenergic receptor antagonist,97.6,trt,5401.0,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
BR00117011,O16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K68567222-001-01-2,trt,DMSO,BVT-948,PTPN2,PTPN1|PTPN11|PTPN2,tyrosine phosphatase inhibitor,79.7,trt,6604934.0,CC1(C)C(=O)NC2=C1C(=O)C(=O)c1ccccc21
BR00117011,O17,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K01825660-322-01-9,trt,DMSO,nicotine,TBXAS1,CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1,acetylcholine receptor agonist,79.6,trt,942.0,CN1CCCC1c1cccnc1
BR00117011,O18,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,O19,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K08953028-001-09-6,trt,DMSO,U-0521,COMT,COMT,catechol O methyltransferase inhibitor,78.1,trt,21632.0,CC(C)C(=O)c1ccc(O)c(O)c1
BR00117011,O20,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K20093108-001-02-3,trt,DMSO,BMS-587101,ITGB2,ITGAL|ITGB2,integrin antagonist,90.8,trt,11635371.0,CN1C(=O)N(C(=O)[C@]11CN(Cc2cc(cs2)C(O)=O)C[C@H]1c1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1
BR00117011,O21,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A58048407-001-20-4,trt,DMSO,nimodipine,CACNB4,AHR|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CFTR|NR3C2,calcium channel blocker,95.4,trt,4497.0,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C
BR00117011,O22,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K80970344-201-08-6,trt,DMSO,pyrrolidine-dithiocarbamate,HSD11B1,HSD11B1|RELA,NFkB pathway inhibitor,77.3,trt,65351.0,SC(=S)N1CCCC1
BR00117011,O23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K18289362-001-02-2,trt,DMSO,PF-915275,HSD11B1,HSD11B1,11-beta hydroxysteroid dehydrogenase inhibitor,97.9,trt,23725123.0,Nc1cccc(NS(=O)(=O)c2ccc(cc2)-c2ccc(cc2)C#N)n1
BR00117011,O24,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K43330982-001-02-3,trt,DMSO,JTE-013,S1PR2,P2RY10|S1PR2,lysophospholipid receptor antagonist,30.2,trt,10223146.0,CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12
BR00117011,P01,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K05878375-236-05-7,trt,DMSO,sodium-butyrate,FFAR2,BCHE|FFAR2|FFAR3|HDAC1|HDAC2|HDAC3|HDAC8,HDAC inhibitor,0.0,trt,264.0,CCCC(O)=O
BR00117011,P02,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91543828-001-02-0,trt,DMSO,pentostatin,ADA,ADA,adenosine deaminase inhibitor|ribonucleotide reductase inhibitor,0.0,trt,439693.0,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CNC=Nc12
BR00117011,P03,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K48830578-001-01-9,trt,DMSO,OMDM-2,GPR119,GPR119,FAAH inhibitor,87.6,trt,6604915.0,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1
BR00117011,P04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A72767275-003-01-6,trt,DMSO,nalmefene,OPRM1,OPRD1|OPRK1|OPRM1,opioid receptor antagonist,86.5,trt,4422.0,Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)C(=C)CCC35O
BR00117011,P05,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,P06,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K70586315-001-02-4,trt,DMSO,1-EBIO,KCNN1,KCNN1|KCNN2|KCNN3|KCNN4,potassium channel activator,94.9,trt,82320.0,CCn1c2ccccc2[nH]c1=O
BR00117011,P07,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K40109029-001-02-9,trt,DMSO,SB-505124,TGFBR1,TGFBR1,ALK tyrosine kinase receptor inhibitor,95.4,trt,9858940.0,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2OCOc2c1)C(C)(C)C
BR00117011,P08,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A83029242-001-06-1,trt,DMSO,prasugrel,P2RY12,P2RY12,purinergic receptor antagonist,77.4,trt,6918456.0,CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F
BR00117011,P09,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K57313110-001-06-8,trt,DMSO,pidolic-acid,VEGFA,ADAM28|AMY1A|AMY2A|AMY2B|ANG|CCL8|HCRT|IGLC1|KRTAP5-2|TFF2|VEGFA,,0.0,trt,7405.0,OC(=O)[C@@H]1CCC(=O)N1
BR00117011,P10,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,P11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K15502390-001-20-9,trt,DMSO,nevirapine,CYP2A6,CYP1A2|CYP2A6|CYP2B6|CYP2C9|CYP2D6|CYP3A4|CYP3A5,non-nucleoside reverse transcriptase inhibitor,95.9,trt,4463.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
BR00117011,P12,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K92049597-001-20-8,trt,DMSO,triamterene,SCNN1G,SCNN1A|SCNN1B|SCNN1D|SCNN1G,sodium channel blocker,94.6,trt,5546.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
BR00117011,P13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K16730910-001-07-3,trt,DMSO,regorafenib,DDR2,ABL1|BRAF|DDR2|EPHA2|FGFR1|FGFR2|FLT1|FLT4|FRK|KDR|KIT|MAPK11|NTRK1|PDGFRA|PDGFRB|RAF1|RET|TEK,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,93.5,trt,11167602.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
BR00117011,P14,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A09722536-002-18-0,trt,DMSO,cyclophosphamide,CYP2A6,CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7,DNA alkylating agent,2.8,trt,2907.0,ClCCN(CCCl)P1(=O)NCCCO1
BR00117011,P15,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K18895904-001-16-1,trt,DMSO,olanzapine,CHRM2,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7,dopamine receptor antagonist|serotonin receptor antagonist,91.8,trt,,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12
BR00117011,P16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A25569250-001-03-3,trt,DMSO,KI-16425,LPAR1,LPAR1|LPAR3,lysophosphatidic acid receptor antagonist,95.5,trt,10367662.0,CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl
BR00117011,P17,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K29895144-001-01-0,trt,DMSO,SKLB1002,KDR,KDR,VEGFR inhibitor,97.3,trt,71461003.0,COc1cc2ncnc(Sc3nnc(C)s3)c2cc1OC
BR00117011,P18,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K67017579-001-28-1,trt,DMSO,cilostazol,PDE3A,PDE3A|PDE3B,phosphodiesterase inhibitor,96.2,trt,2754.0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
BR00117011,P19,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K77060810-001-01-5,trt,DMSO,AZD1283,P2RY12,P2RY12,purinergic receptor antagonist,94.0,trt,23649325.0,CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1
BR00117011,P20,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K68982262-001-01-4,trt,DMSO,A-987306,CCR1,ADORA1|AVPR1A|CCR1|CHRM1|CHRM2|CHRM3|CHRM4|DRD3|HTR1A|HTR1B|HTR2A|HTR2B|HTR3A|TACR2,histamine receptor antagonist,92.2,trt,25109291.0,Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1
BR00117011,P21,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K24616672-003-20-1,trt,DMSO,procaine,HTR3A,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,HMGCR inhibitor,96.0,trt,4914.0,CCN(CC)CCOC(=O)c1ccc(N)cc1
BR00117011,P22,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A82396632-008-30-8,trt,DMSO,miconazole,KCNN1,KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5,bacterial cell wall synthesis inhibitor,94.9,trt,4189.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
BR00117011,P23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K61250553-003-30-6,trt,DMSO,loperamide,OPRM1,CACNA1A|CALM1|OPRD1|OPRK1|OPRM1|POMC,opioid receptor agonist,97.5,trt,3955.0,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
BR00117011,P24,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K70358946-001-17-3,trt,DMSO,aripiprazole,HTR3A,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7,serotonin receptor agonist|serotonin receptor antagonist,96.6,trt,60795.0,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl
BR00117012,A01,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A86665761-001-01-1,trt,DMSO,gabapentin-enacarbil,CACNB4,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1E|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG2|CACNG3|CACNG4|CACNG5|CACNG6|CACNG7|CACNG8,adrenergic receptor agonist,7.6,trt,9883933.0,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1
BR00117012,A02,val,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117012,A03,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A22032524-074-09-9,trt,DMSO,amlodipine,CACNA2D3,CA1|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D3|CACNB1|CACNB2|SMPD1,calcium channel blocker,97.4,trt,2162.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C(=O)OC
BR00117012,A04,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A01078468-001-14-8,trt,DMSO,hexestrol,AKR1C1,AKR1C1|ESR1|ESR2,synthetic estrogen,84.3,trt,3606.0,CCC(C(CC)c1ccc(O)cc1)c1ccc(O)cc1
BR00117012,A05,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K48278478-001-01-2,trt,DMSO,quinine,KCNN4,GP9|KCNB2|KCNN4|SLC29A4,hemozoin biocrystallization inhibitor,88.7,trt,94175.0,COc1ccc2nccc([C@@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1
BR00117012,A06,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K36574127-001-01-3,trt,DMSO,LOXO-101,NTRK1,NTRK1|NTRK2|NTRK3,tropomyosin receptor kinase inhibitor,94.6,trt,46188928.0,O[C@H]1CCN(C1)C(=O)Nc1cnn2ccc(nc12)N1CCC[C@@H]1c1cc(F)ccc1F
BR00117012,A07,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K74913225-001-14-0,trt,DMSO,brinzolamide,CA5A,CA1|CA12|CA14|CA2|CA4|CA5A|CA7,carbonic anhydrase inhibitor,0.0,trt,68844.0,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
BR00117012,A08,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K94342292-001-01-3,trt,DMSO,NS-11021,KCNMA1,KCNMA1,calcium-activated potassium channel activator,0.0,trt,24825677.0,FC(F)(F)c1cc(NC(=S)Nc2ccc(Br)cc2-c2nnn[nH]2)cc(c1)C(F)(F)F
BR00117012,A09,val,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117012,A10,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K19975102-001-01-2,trt,DMSO,GNF-5837,NTRK1,NTRK1|NTRK2|NTRK3,growth factor receptor inhibitor,75.8,trt,59397065.0,Cc1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1Nc1ccc2c(NC(=O)\C2=C/c2ccc[nH]2)c1
BR00117012,A11,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K25244359-066-02-6,trt,DMSO,apatinib,CSK,CSK|KDR|KIT|RET,RET tyrosine kinase inhibitor,63.4,trt,11315474.0,O=C(Nc1ccc(cc1)C1(CCCC1)C#N)c1cccnc1NCc1ccncc1
BR00117012,A12,val,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K18131774-001-18-4,trt,DMSO,ethoxzolamide,CA5A,CA1|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9,carbonic anhydrase inhibitor,79.2,trt,3295.0,CCOc1ccc2nc(sc2c1)S(N)(=O)=O
